"cset_id","company_name","country","website","region","stage","ai_pubs_since_2010","ai_pubs_in_top_conf_since_2010","ai_patents_since_2010","ai_pubs_since_2010_rank","ai_pubs_in_top_conf_since_2010_rank","ai_patents_since_2010_rank","market","crunchbase_uuid","crunchbase_url","aliases","grid_ids","permids","parents","included_subsidiaries","excluded_subsidiaries"
"","4thParadigm","China","https://www.4paradigm.com/","Asia","Mature","33","16","98","135","64","58","","7ec603f5-8f92-49ba-90da-cafee6bf1d4e","https://www.crunchbase.com/organization/4paradigm","4Paradigm; Beijing Wusi Chuangxiang Technology Co., Ltd; Disi Fanshi; Fourth Paradigm; Shenzhen Qianhai Fourth Paradigm Data Technology Co Ltd; 第四范式; 第四范式（北京）技术有限公司","","5050657655","","",""
"","Thales SA","France","http://www.thalesgroup.com/","Europe","Mature","358","15","44","33","66","92","EPA:HO","b4879a55-29e0-7b1e-4f11-ce9842413d65","https://www.crunchbase.com/organization/thales-group","Thales; Thales Group","grid.438772.d, grid.410363.3, grid.438779.6, grid.438782.2, grid.451367.2, grid.455637.6, grid.456823.e, grid.459153.f, grid.474212.6, grid.497144.b, grid.426125.6, grid.424717.3, grid.434332.1, grid.426408.c, grid.422934.a, grid.462731.5","4295866846","","",""
"","Raytheon","United States","http://www.raytheon.com","North America","Mature","295","15","76","38","66","66","NYSE:RTN","c1eb0c7f-f90e-e484-2e87-a5b9c3fb3267","https://www.crunchbase.com/organization/raytheon?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","","grid.417480.e, grid.421346.6, grid.451194.c, grid.473082.a, grid.481821.6","4295908666","","",""
"","Ping An","China","http://www.pingan.com/","Asia","Mature","142","15","1391","63","66","4","SSE:601318, SEHK:2318","46132ff1-8140-51c5-fba1-1e537e892f40","https://www.crunchbase.com/organization/ping-an","China Ping An; 中国平安; 中国平安保险集团; 平安金融","","4295864721","","",""
"","Tusimple","United States","http://tusimple.ai/","North America","Mature","43","15","73","117","66","68","","9d9237d3-8303-9a42-1fd0-6648105c026e","https://www.crunchbase.com/organization/tusimple-llc","Beijing Tusimple Future Technology Co Ltd; Tusimple; Tusimple, Inc; 图森未来","","5057776340","","",""
"","Nuance Communications","United States","http://www.nuance.com/","North America","Mature","224","14","62","46","70","74","NASDAQ:NUAN, LSE:0K9K","546d3969-f9d3-1e43-bda5-5d989faf04ca","https://www.crunchbase.com/organization/nuance?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Nuance; Nuance Communications, Inc","grid.425319.8, grid.436140.4, grid.436736.3, grid.438084.3, grid.474377.4, grid.481929.f","4295914878","","",""
"","Intuit","United States","http://www.intuit.com","North America","Mature","37","14","72","129","70","69","VIE:INTU, NASDAQ:INTU","fbef6457-9149-72cf-af57-7cfbe15c05f8","https://www.crunchbase.com/organization/intuit","Intuit Inc","grid.471122.3","4295906862","","",""
"","Texas Instruments","United States","http://www.ti.com","North America","Mature","128","13","34","65","72","101","NASDAQ:TXN","41720f6f-aa97-d98e-ce1f-8597c1773e4a","https://www.crunchbase.com/organization/texas-instruments?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Gtronix; Texas Instruments Inc; Texas Instruments Incorporated; Ti","grid.436425.2, grid.453810.b, grid.459137.d, grid.474721.3, grid.480401.9, grid.480404.c, grid.481773.e, grid.482362.9, grid.482414.f, grid.482415.e","4295905063","","",""
"","Booz Allen Hamilton","United States","http://www.boozallen.com","North America","Mature","127","13","3","66","72","328","NYSE:BAH","f03d3087-728a-2811-7fe0-69cab3e7bda8","https://www.crunchbase.com/organization/booz-allen-hamilton?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Booz Allen Hamilton Inc; Booz Digital","grid.432410.0","4296353850","","",""
"","SAS Ins.","United States","www.sas.com","North America","Unknown","104","13","140","71","72","48","","ab35b82f-7bbc-2a31-7394-66af5ca94051","https://www.crunchbase.com/organization/sas","SAS Institute; Sas; Sas Institute Inc; Statistical Analysis System Institute","grid.438656.a, grid.437790.e","4296300285","","",""
"","Netflix","United States","https://www.netflix.com","North America","Mature","66","13","11","93","72","178","NASDAQ:NFLX","3a7ec450-5422-1553-6c6a-4b28f6d4a17c","https://www.crunchbase.com/organization/netflix?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Netflix Com Inc; Netflix Inc; Netflix, Inc","grid.497062.e","4295902158","","",""
"","BMW","Germany","http://www.bmwgroup.com/","Europe","Unknown","502","12","80","26","76","65","","b462608d-8bf4-93f1-4f68-e41ee10f0df2","https://www.crunchbase.com/organization/bmw","Bayerische Motoren Werke","grid.482868.8, grid.14039.3f, grid.505538.e, grid.1121.3, grid.292517.a, grid.17568.3d, grid.457618.9, grid.426088.0","4297617574, 4295869227, 5033562382","","BMW of North America, LLC, Rolls-Royce Holdings PLC",""
"","Ford Motor Company","United States","http://www.forddirect.com","North America","Mature","430","12","312","29","76","29","NYSE:F","9249e8b6-409a-a80c-1a1e-29ae21b1db47","https://www.crunchbase.com/organization/ford?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Ford Direct; Ford Motor Co; Ford Motor Company Limited","grid.417922.b, grid.421508.a, grid.447743.7, grid.450822.9, grid.480156.e","4295903068","","",""
"","Autodesk","United States","http://www.autodesk.com","North America","Mature","77","11","20","86","78","135","NASDAQ:ADSK","8c1cd4d3-f58d-84ba-b6b3-848ebb83297b","https://www.crunchbase.com/organization/autodesk?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Autodesk; Autodesk Inc; Autodesk, Inc","grid.432364.4, grid.450438.e, grid.505534.2","4295905642","","",""
"","Yitu","China","http://www.yitutech.com/en/","Asia","Mature","66","10","46","93","79","90","","f5704e49-76e9-80ac-ff64-4e7cd74f36b4","https://www.crunchbase.com/organization/yitu-technology","Shanghai Yitu Network Technology Co Ltd; Shanghai Yitu Network Technology Co., Ltd; Yitu; Yitu Technology; 上海依图网络科技有限公司; 依图; 衣图医疗","","5055950854","Gaorong Capital (Acquired)","",""
"","Cloudwalk","United States","https://www.cloudwalk.io/","North America","Growth","27","10","5","143","79","264","","4254d36b-68ce-049e-040a-df4ab90b095d","https://www.crunchbase.com/organization/cloudwalk","Cloudwalk Technology; Cloudwalk Technology Co Ltd; 云从科技","","5059934205","","",""
"","Cisco Systems Inc","United States","http://www.cisco.com","North America","Mature","168","9","349","58","81","24","NASDAQ:CSCO","e0906c05-fae5-9591-ba5f-2142d8b0065a","https://www.crunchbase.com/organization/cisco","Cisco; Cisco Systems; Cisco Systems Inc; Cisco Systems, Inc","grid.421222.5, grid.424046.0, grid.425612.6, grid.433277.6, grid.436765.5, grid.450664.5, grid.481776.b, grid.485118.1, grid.493827.3","4295905952","","",""
"","HiScene","China","hiscene.com","Asia","Growth","33","9","39","135","81","94","","943003e2-8703-ebc7-2e86-6611b1283694","https://www.crunchbase.com/organization/hiscene","(Shanghai) Information Technology Co., Ltd; Hiscene Shanghai Information Technology Co Ltd; Liangfengtai; 亮风台; 亮风台（上海）信息科技有限公司","","5047749175","","",""
"","DeepBlue Technology","China","https://www.deepblueai.com/","Asia","Growth","26","9","0","149","81","565","","50920b34-6f03-4f00-a1ec-d72adc72ed11","https://www.crunchbase.com/organization/deepblue-technology","Deepblue Technology (Shanghai) Co. Ltd; Shenlan Keji; 深兰科技; 深兰科技有限公司; 深兰科技（上海）有限公司","","5067168992","","",""
"","Unbabel","Portugal","https://unbabel.com","Europe","Growth","25","9","0","152","81","565","","b1cf7880-bab1-ee76-26e6-d04c8af0c974","https://www.crunchbase.com/organization/unbabel","Unbabel Inc","","5043334147","","",""
"","Honeywell International Inc","United States","https://www.honeywell.com/en-us","North America","Mature","114","8","128","68","85","51","NYQ:HON, LSE:HON, BUE:HON3, BER:ALD, DUS:ALD, FRA:ALD, HAM:ALD, HAN:ALD, MUN:ALD, MEX:HON*, NYSE:HON, STU:ALD, DEU:HON, SAO:HONB34, SGO:HON, BRN:ALD, ASE:HON, VIE:HON, GER:ALDX","04c517e9-aa90-b096-7977-9a5e53d7bbdb","https://www.crunchbase.com/organization/honeywell","Honeywell; Honeywell International","grid.473126.5, grid.410336.3, grid.424723.4, grid.481563.d, grid.473058.d, grid.466743.4, grid.481663.e, grid.435003.1, grid.481664.9, grid.426599.5, grid.420747.2","4295912155","","",""
"","NortonLifeLock","United States","https://www.nortonlifelock.com/","North America","Mature","56","8","70","106","85","70","NASDAQ:NLOK, FRA:SYM","7d0e20ae-fec0-f3ba-0298-84511477ed22","https://www.crunchbase.com/organization/symantec","Norton Lifelock; NortonLifeLock Inc; Symantec Corp; Symantec Corporation","grid.467601.2, grid.426089.1","4295908065","Hcl Technologies (Acquired)","",""
"","Vicarious AI","United States","https://www.vicarious.com/","North America","Growth","42","8","10","121","85","188","","d9f418da-28f5-8b04-97f7-086b4ffbf048","https://www.crunchbase.com/organization/vicarious-systems-inc","Vicarious; Vicarious Fpc Inc; Vicarious Systems; Vicarious Systems, Inc","","5028044072","","",""
"","PROWLER.io","United Kingdom","https://www.prowler.io/","Europe","Growth","39","8","5","125","85","264","","8951228a-ea1c-e470-c807-a3d1b49f7b08","https://www.crunchbase.com/organization/prowler-io","Prowler; Prowler.Io Limited; Prowlerio Ltd","","5069465499","","",""
"","Everest Re Group Ltd.","United States","https://www.everestre.com/","North America","Mature","23","8","0","158","85","565","NYSE:RE, FRA:ERE, LSE:0U96","037c8908-f000-4cf7-b7d3-2868db6a1703","https://www.crunchbase.com/organization/everest-reinsurance-company","Everest; Everest Re Group; Everest Reinsurance; Everest Reinsurance Company","","4295911983","","",""
"","Aibee","China","https://aibee.com/","Asia","Growth","12","8","0","234","85","565","","33885a3e-b133-4557-a1cc-64e2d5e2ead3","https://www.crunchbase.com/organization/alibee?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Aibee Beijing Intelligent Technology Co Ltd; Aibee Inc","","5060558453","","",""
"","Airbus SE","France","http://www.airbus.com/","Europe","Mature","297","7","33","36","91","102","PAR:AIR, LSE:OKVV, BER:AIR, DUS:AIR, GER:AIRX, FRA:AIR, HAM:AIR, HAN:AIR, MCE:AIR, MUN:AIR, STU:AIR, PKC:EADS, DEU:AIRG, BRN:AIR, SWX:AIR, MIL:AIR, MEX:AIRN, VIE:AIR","0d2b82ad-bd6f-9f54-c76a-448a455af317","https://www.crunchbase.com/organization/airbus-group","Airbus; Airbus Aircraft; Airbus Group; Airbus S.A.S; Airbus Sas; Eads","grid.504844.9, grid.433919.5, grid.424413.4, grid.410308.e, grid.472764.4, grid.426420.6, grid.151569.f, grid.7546.0","4295884955","","",""
"","Qihoo 360","China","https://www.360totalsecurity.com","Asia","Mature","46","7","137","113","91","49","NYSE:QIHU, SSE:601360","8aff7875-d403-3c0d-f815-f660000e8361","https://www.crunchbase.com/organization/qihoo-360-technology","360 Total Security; 360公司; Beijing Qihu Keji Co. Ltd; Qihoo 360 Technology; Qihu 360; 奇虎360","grid.497814.7","5030764283","","",""
"","Lyft","United States","http://lyft.com","North America","Mature","22","7","30","163","91","109","NASDAQ:LYFT","33a97e70-f137-e90f-8d68-950a043ee09f","https://www.crunchbase.com/organization/lyft?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Lyft Inc; Lyft, Inc","","5036653793","","",""
"","Nuro","United States","https://nuro.ai/","North America","Growth","19","7","6","182","91","241","","c0e46886-79a3-afa6-5b73-4c9f910c646e","https://www.crunchbase.com/organization/nuro-2","Nuro Inc","","5001352120","","",""
"","MathWorks","United States","http://www.mathworks.com","North America","Unknown","74","6","13","88","95","169","","fbce0930-7361-a19b-38fb-44753a1dd637","https://www.crunchbase.com/organization/mathworks?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Mathworks Inc; The Mathworks","grid.437937.d, grid.471101.2","4296572519","","",""
"","Here Technologies","United States","https://www.here.com/en","North America","Mature","61","6","0","101","95","565","","fff9d7da-1a06-4e5b-8133-08271ea44e87","https://www.crunchbase.com/organization/here-technologies?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Here; Here International Bv; Here Maps; Here, A Nokia Company; Navteq","","5052665070","","Medio",""
"","TAL (tomorrow Advancing Life)","China","https://www.100tal.com/","Asia","Mature","36","6","2","131","95","375","NYSE:TAL","4f34520e-9f75-9e83-79c2-320c4c654719","https://www.crunchbase.com/organization/tal","Haoweilai; Tal; Tal Education Group; Tal Education Group, Inc; Tal, Tomorrow Advancing Life; Tomorrow Advancing Life; 好未来; 好未来公司","","5001181437","","",""
"","Cloudminds","United States","http://www.cloudminds.com/","North America","Growth","26","6","46","149","95","90","","a5cd2425-4452-5fe9-1c47-49d4b3ea3faf","https://www.crunchbase.com/organization/cloudminds","Cloudminds Inc; Cloudminds Technology Inc","","5052137211","","",""
"","Mininglamp","China","http://www.mininglamp.com/","Asia","Mature","24","6","11","155","95","178","","0bea1642-f85a-569f-253b-0fdb2f46e8ec","https://www.crunchbase.com/organization/mininglamp","Beijing Mininglamp Software System Co Ltd; Minglue Shuju; Mingluo Technology; Mininglamp; Mininglamp Tech; Mininglamp Technology; Semidata; 明略数据","","5046394589","","",""
"","Roche","Switzerland","http://www.roche.com","Europe","Mature","612","5","26","22","100","117","SWX:ROG","393a50c8-102c-5fb0-0c75-f88756e297d8","https://www.crunchbase.com/organization/roche?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","F Hoffmann La Roche Ag; F. Hoffmann-La Roche Ltd","grid.507338.a, grid.417570.0, grid.418158.1, grid.418587.7, grid.419227.b, grid.420733.1, grid.424277.0, grid.426077.0, grid.438806.1, grid.474328.e, grid.476562.4, grid.476714.7, grid.476715.6, grid.476717.4, grid.476718.b, grid.476720.0, grid.476723.3, grid.486917.5, grid.488320.5, grid.488322.7, grid.488323.6, grid.488325.0, grid.488326.3, grid.496917.4, grid.497492.5, grid.497724.b","5038040231, 4295912132, 5000075049","","Flatiron Health, Genentech",""
"","Visa Research","United States","http://research.visa.com","North America","Unknown","20","5","0","177","100","565","","6c8d84f3-9e95-8b70-ef4d-f9659f4fc073","https://www.crunchbase.com/organization/visa-research","","","","Visa","",""
"","intellifusion","China","http://www.intellif.com","Asia","Growth","14","5","47","210","100","89","","cef49708-028a-4323-9224-fefa88d33c64","https://www.crunchbase.com/organization/intellifusion","Shenzhen Intellifusion Technology Co Ltd; intellifusion; 云天励飞","","5055008791","","",""
"","Duolingo","United States","https://www.duolingo.com","North America","Mature","14","5","0","210","100","565","","c999a7f8-6a98-144a-e29f-05fb6df60f73","https://www.crunchbase.com/organization/duolingo?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Duolingo, Inc","","5037845241","","",""
"","UISEE","China","http://www.uisee.com/","Asia","Growth","13","5","9","226","100","200","","c7291d8f-9f3f-a7ad-ed2f-5db616692603","https://www.crunchbase.com/organization/uisee","Uisee Beijing Co Ltd; Uisee Technology; Uisee Technology (Beijing) Co., Ltd; Yu Technology (Beijing) Co., Ltd; 驭势; 驭势科技","","5073359374","","",""
"","Verisign Inc.","United States","http://www.verisigninc.com/","North America","Mature","11","5","6","248","100","241","FRA:VRS, LSE:0LOZ, NASDAQ:VRSN","57f25563-7693-bb4f-3cb4-bedecf93b13f","https://www.crunchbase.com/organization/verisign-2","Verisign","","4295908306","","",""
"","Heuritech","France","http://www.heuritech.com","Europe","Growth","7","5","0","308","100","565","","bc91807c-bd48-3d8c-9232-c5c2c67fcfa4","https://www.crunchbase.com/organization/heuritech","Heuritech Sas; Heuritech, Sas","","5053249244","","",""
"","Shannon.AI","China","https://www.shannonai.com/","Asia","Growth","5","5","0","357","100","565","","631da916-c168-4719-84e2-e2b9e779fa21","https://www.crunchbase.com/organization/shannon-ai","Xiangnong Keji; 香侬科技","","","","",""
"","Abb","Switzerland","http://www.abb.com","Europe","Mature","311","4","33","35","108","102","NYSE:ABB","1a8d429b-c1a2-4788-fe84-1eb0975dbc60","https://www.crunchbase.com/organization/abb?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","","grid.420308.d, grid.420309.c, grid.421020.5, grid.423529.b, grid.423531.2, grid.424399.1, grid.431982.5, grid.431983.4, grid.431993.5, grid.447767.1, grid.481560.e","4295890743","","ABB's Enterprise Software Product Group",""
"","Science Applications International Corp","United States","http://www.saic.com/","North America","Mature","88","4","32","78","108","106","NYSE:SAIC, FRA:85S, LSE:0V9N, NYQ:SAIC, ASE:SAIC","29849eb2-5367-1cef-685e-4d4f444bd4de","https://www.crunchbase.com/organization/saic","SAIC; Saic (Science Applications International Corporation); Saic Gemini; Saic Gemini, Inc; Saic, Inc; Science Applications International Corporation","grid.419669.5","5039584611","","",""
"","Deloitte Touche Tohmatsu Ltd/United Kingdom","United Kingdom","https://www2.deloitte.com/uk/en.html","Europe","Unknown","52","4","6","109","108","241","","8c048fd6-de2d-4cc4-6a09-18d7a38cbc30","https://www.crunchbase.com/organization/deloitte","Deloitte; Deloitte Touche Tohmatsu Limited; Deloitte Touche Tohmatsu Ltd; Dttl","grid.448244.a, grid.467360.0, grid.448245.b, grid.448269.5, grid.498214.2","5001041930","","",""
